Iteration,Accuracy,J,F1
0,0.2207308970099668,1.8771474265525323,0.5076628798465386
1,0.3006976744186046,1.750702185624284,0.5645175198657213
2,0.3169186046511628,1.6753038926882458,0.45732881978912365
3,0.4022093023255814,1.606215139569502,0.5259849127683944
4,0.4890697674418605,1.5509818934393023,0.5608980987320662
5,0.5281395348837209,1.4905326110471822,0.6446998944300907
6,0.6104069767441861,1.4356960553410572,0.6853014567558059
7,0.6822674418604651,1.3891633600443143,0.7161452817955631
8,0.7022093023255813,1.3412536640381891,0.8193507185817124
9,0.7051162790697674,1.2958801756963407,0.8827230003084244
10,0.7051162790697674,1.2587310281475654,0.8827230003084244
11,0.7574418604651163,1.222180404273713,0.8681478771557151
12,0.7894186046511628,1.1852926138811002,0.8734300710154952
13,0.7894186046511628,1.1539765802806277,0.9221850256248801
14,0.7894186046511628,1.1257485080496572,0.9221850256248801
15,0.8010465116279069,1.0968429933473192,0.8720819581048432
16,0.8911627906976743,1.0717430911618249,0.9709979472647349
17,0.8911627906976743,1.0493180300661493,0.9709979472647349
18,0.8911627906976743,1.0245043414947443,0.9709979472647349
19,0.8911627906976743,1.0052979417926362,0.9709979472647349
20,0.8911627906976743,0.9875174781067757,0.9709979472647349
21,0.8911627906976743,0.9680693675552468,0.9709979472647349
22,0.8911627906976743,0.9521156675417025,0.9709979472647349
23,0.8911627906976743,0.9385460329790949,0.9709979472647349
24,0.8911627906976743,0.9214684884274074,0.9709979472647349
25,0.8911627906976743,0.9087529696196175,0.9709979472647349
26,0.8911627906976743,0.8985292355039365,0.9709979472647349
27,0.8911627906976743,0.8845196528609878,0.9709979472647349
28,0.8911627906976743,0.8737183888010733,0.9709979472647349
29,0.8911627906976743,0.8660448164123368,0.9709979472647349
30,0.8911627906976743,0.8544466612670204,0.9709979472647349
31,0.8911627906976743,0.8460263672456511,0.9709979472647349
32,0.8911627906976743,0.839894863490473,0.9709979472647349
33,0.8911627906976743,0.8301288315968134,0.9709979472647349
34,0.8911627906976743,0.8227352970158144,0.9709979472647349
35,0.8911627906976743,0.817819429525672,0.9709979472647349
36,0.8911627906976743,0.8099802229980249,0.9709979472647349
37,0.8911627906976743,0.8034073603553787,0.9709979472647349
38,0.8911627906976743,0.7998062629400573,0.9709979472647349
39,0.8911627906976743,0.7931221026784407,0.9709979472647349
40,0.8911627906976743,0.7871776019760276,0.9709979472647349
41,0.8911627906976743,0.7842836859026852,0.9709979472647349
42,0.8911627906976743,0.7785753232221299,0.9709979472647349
43,0.8911627906976743,0.7738332556727467,0.9709979472647349
44,0.8911627906976743,0.770875460252973,0.9709979472647349
45,0.8911627906976743,0.7662705961504545,0.9709979472647349
46,0.8911627906976743,0.76249471092393,0.9709979472647349
47,0.8911627906976743,0.759489858680491,0.9709979472647349
48,0.8911627906976743,0.7560586431913207,0.9709979472647349
49,0.8911627906976743,0.7522422971498471,0.9709979472647349
50,0.8911627906976743,0.7499966994113587,0.9709979472647349
51,0.8911627906976743,0.7472896996155385,0.9709979472647349
52,0.8911627906976743,0.7439460602584005,0.9709979472647349
53,0.8911627906976743,0.74155765317139,0.9709979472647349
54,0.8911627906976743,0.7394844111334574,0.9709979472647349
55,0.8911627906976743,0.7363220270733153,0.9709979472647349
56,0.8911627906976743,0.7344953989223539,0.9709979472647349
57,0.8911627906976743,0.7327128670836429,0.9709979472647349
58,0.8911627906976743,0.7301432978941476,0.9709979472647349
59,0.8911627906976743,0.7283566586441147,0.9709979472647349
60,0.8911627906976743,0.727021160587315,0.9709979472647349
61,0.8911627906976743,0.7243362699939552,0.9709979472647349
62,0.8911627906976743,0.7229903504747053,0.9709979472647349
63,0.8911627906976743,0.7218530897179866,0.9709979472647349
64,0.8911627906976743,0.7196385090673656,0.9709979472647349
65,0.8911627906976743,0.7182930621905599,0.9709979472647349
66,0.8911627906976743,0.7173073080582263,0.9709979472647349
67,0.8911627906976743,0.715198949660438,0.9709979472647349
68,0.8911627906976743,0.7140120465005734,0.9709979472647349
69,0.8911627906976743,0.713475549113719,0.9709979472647349
70,0.8911627906976743,0.7115750084661563,0.9709979472647349
71,0.8911627906976743,0.7103538487668362,0.9709979472647349
72,0.8911627906976743,0.7100786512508429,0.9709979472647349
73,0.8911627906976743,0.7083545389419721,0.9709979472647349
74,0.8911627906976743,0.7071347912382098,0.9709979472647349
75,0.8911627906976743,0.706909155589104,0.9709979472647349
76,0.8911627906976743,0.705488635633178,0.9709979472647349
77,0.8911627906976743,0.7042537113941667,0.9709979472647349
78,0.8911627906976743,0.7042167702936784,0.9709979472647349
79,0.8911627906976743,0.7029234175971953,0.9709979472647349
80,0.8911627906976743,0.7018050062636846,0.9709979472647349
81,0.8911627906976743,0.7015467909179827,0.9709979472647349
82,0.8911627906976743,0.7005083252761443,0.9709979472647349
83,0.8911627906976743,0.6996118996332585,0.9709979472647349
84,0.8911627906976743,0.6991825178251244,0.9709979472647349
85,0.8911627906976743,0.6983480346633321,0.9709979472647349
86,0.8911627906976743,0.6974341791836205,0.9709979472647349
87,0.8911627906976743,0.6970728302158032,0.9709979472647349
88,0.8911627906976743,0.6965147018405334,0.9709979472647349
89,0.8911627906976743,0.6956775241804092,0.9709979472647349
90,0.8911627906976743,0.6951684361949131,0.9709979472647349
91,0.8911627906976743,0.6947625905906978,0.9709979472647349
92,0.8911627906976743,0.6940923095077689,0.9709979472647349
93,0.8911627906976743,0.6936363023030161,0.9709979472647349
94,0.8911627906976743,0.6932673749997789,0.9709979472647349
95,0.8911627906976743,0.6924835761549789,0.9709979472647349
96,0.8911627906976743,0.6921586522897808,0.9709979472647349
97,0.8911627906976743,0.6918288893137322,0.9709979472647349
98,0.8911627906976743,0.6911929309595923,0.9709979472647349
99,0.8911627906976743,0.6908218874656791,0.9709979472647349
100,0.8911627906976743,0.6906015235741455,0.9709979472647349
101,0.8911627906976743,0.6898629931692285,0.9709979472647349
102,0.8911627906976743,0.6895403433857048,0.9709979472647349
103,0.8911627906976743,0.6894162720290874,0.9709979472647349
104,0.8911627906976743,0.6887427062279253,0.9709979472647349
105,0.8911627906976743,0.6883910421666914,0.9709979472647349
