Iteration,Accuracy,J,F1
0,0.43516156462585037,1.7160381408302274,0.5863363230544395
5,0.53515625,1.507607231047782,0.6453964163113544
10,0.6173735119047619,1.4021482903424896,0.6555797708725146
15,0.6145833333333333,1.350734650666256,0.7557749514442197
20,0.6127232142857143,1.3247297731890157,0.6924836209342654
25,0.6495535714285714,1.3079324143015,0.7848830436566157
30,0.6530877976190476,1.3020132833271825,0.7739525076441783
35,0.6530877976190476,1.2989406236651424,0.8330772772406654
40,0.6532738095238094,1.2969029444639337,0.8331477903224584
45,0.6532738095238094,1.2948908048912384,0.8951395139513953
50,0.6534598214285714,1.294019084018664,0.8332181996785959
55,0.6534598214285714,1.2932282017699241,0.8332181996785959
60,0.6534598214285714,1.292610647612397,0.8332181996785959
65,0.6532738095238094,1.2918216034985508,0.8951395139513953
70,0.6532738095238094,1.2910414478698795,0.8951395139513953
75,0.6532738095238094,1.2903270511850236,0.8951395139513953
80,0.6532738095238094,1.289706753997718,0.8951395139513953
85,0.6532738095238094,1.2892487000394208,0.8951395139513953
90,0.6532738095238094,1.288398427072557,0.8951395139513953
95,0.6532738095238094,1.2876793716698907,0.8951395139513953
100,0.6532738095238094,1.2870712745492001,0.8951395139513953
105,0.6532738095238094,1.2865977521044178,0.8951395139513953
110,0.6532738095238094,1.2857738443720217,0.8951395139513953
115,0.6532738095238094,1.2850629335605774,0.8951395139513953
120,0.6532738095238094,1.284418117853896,0.8951395139513953
125,0.6532738095238094,1.2839452836125267,0.8951395139513953
130,0.6532738095238094,1.28323094400577,0.8951395139513953
135,0.6532738095238094,1.282443995808601,0.8951395139513953
140,0.6532738095238094,1.281812864483457,0.8951395139513953
145,0.6532738095238094,1.2811999132502827,0.8951395139513953
150,0.6532738095238094,1.2806514723241724,0.8951395139513953
155,0.6532738095238094,1.2798820200006775,0.8951395139513953
160,0.6532738095238094,1.2792609264772854,0.8951395139513953
165,0.6532738095238094,1.2786501550266673,0.8951395139513953
170,0.6532738095238094,1.2780838192111463,0.8951395139513953
175,0.6532738095238094,1.2773293107702333,0.8951395139513953
180,0.6532738095238094,1.2767241285044668,0.8951395139513953
185,0.6532738095238094,1.2760355500740885,0.8951395139513953
190,0.6532738095238094,1.2755052017340947,0.8951395139513953
195,0.6532738095238094,1.274784131560042,0.8951395139513953
200,0.6532738095238094,1.2742539517310474,0.8951395139513953
205,0.6532738095238094,1.2735263482510797,0.8951395139513953
210,0.6532738095238094,1.2729235544634714,0.8951395139513953
215,0.6532738095238094,1.2723008338260615,0.8951395139513953
220,0.6532738095238094,1.2717216048010744,0.8951395139513953
225,0.6532738095238094,1.2710502909350776,0.8951395139513953
230,0.6532738095238094,1.270415821637439,0.8951395139513953
235,0.6532738095238094,1.2697928605445514,0.8951395139513953
240,0.6532738095238094,1.269247463647036,0.8951395139513953
245,0.6532738095238094,1.268516674297039,0.8951395139513953
250,0.6532738095238094,1.2679119108847634,0.8951395139513953
255,0.6532738095238094,1.267357638134482,0.8951395139513953
260,0.6532738095238094,1.2667470720658407,0.8951395139513953
265,0.6532738095238094,1.2660347219383188,0.8951395139513953
270,0.6532738095238094,1.26539735632151,0.8951395139513953
275,0.6532738095238094,1.2648128538976693,0.8951395139513953
280,0.6532738095238094,1.2643271489950751,0.8951395139513953
285,0.6532738095238094,1.2635574728452246,0.8951395139513953
290,0.6532738095238094,1.2629228156592405,0.8951395139513953
295,0.6532738095238094,1.2623555586991804,0.8951395139513953
300,0.6532738095238094,1.2619816462752724,0.8951395139513953
305,0.6532738095238094,1.2611473512874634,0.8951395139513953
310,0.6532738095238094,1.2604686761258999,0.8951395139513953
315,0.6532738095238094,1.2599252314620129,0.8951395139513953
320,0.6532738095238094,1.2594041253686337,0.8951395139513953
325,0.6532738095238094,1.2586764623838298,0.8951395139513953
330,0.6532738095238094,1.2579982874337747,0.8951395139513953
335,0.6532738095238094,1.2573921580187526,0.8951395139513953
340,0.6532738095238094,1.2568925846642882,0.8951395139513953
345,0.6532738095238094,1.2562853914272294,0.8951395139513953
350,0.6532738095238094,1.2555302145806402,0.8951395139513953
355,0.6532738095238094,1.2549374390256607,0.8951395139513953
360,0.6532738095238094,1.2543163667069575,0.8951395139513953
365,0.6532738095238094,1.2538236075539018,0.8951395139513953
370,0.6532738095238094,1.2530650683848115,0.8951395139513953
375,0.6532738095238094,1.252480829010403,0.8951395139513953
380,0.6532738095238094,1.2518620869417894,0.8951395139513953
385,0.6534598214285714,1.2513528731176047,0.8332181996785959
390,0.6534598214285714,1.2506140457142898,0.8332181996785959
395,0.6532738095238094,1.2500766359881115,0.8951395139513953
400,0.6534598214285714,1.2493726888232242,0.8332181996785959
405,0.6534598214285714,1.24879707534768,0.8332181996785959
410,0.6534598214285714,1.2481836353002247,0.8332181996785959
415,0.6532738095238094,1.2476389201043043,0.8951395139513953
420,0.6534598214285714,1.246919805523897,0.8332181996785959
425,0.6532738095238095,1.2463493573906947,0.7706500847589957
430,0.6532738095238095,1.2457076936350653,0.7706500847589957
435,0.6534598214285714,1.2451424192257785,0.8332181996785959
440,0.6534598214285714,1.2444914374481222,0.8332181996785959
445,0.6532738095238095,1.2438971168129684,0.7706500847589957
450,0.6532738095238095,1.2432356485729374,0.7706500847589957
455,0.6534598214285714,1.2427403264553323,0.8332181996785959
460,0.6532738095238095,1.2420007325573308,0.7706500847589957
465,0.6532738095238095,1.2413900314631587,0.7706500847589957
470,0.6534598214285715,1.240835580998783,0.7087287704861962
475,0.6532738095238095,1.2402672112816213,0.7706500847589957
480,0.6534598214285715,1.2395419841833586,0.7087287704861962
485,0.6534598214285715,1.2389032224209218,0.7087287704861962
490,0.6534598214285715,1.238322717438623,0.7087287704861962
495,0.6532738095238095,1.2379171830825837,0.7706500847589957
500,0.6534598214285715,1.237089028137015,0.7087287704861962
505,0.6534598214285715,1.2364327834330662,0.7087287704861962
510,0.6536458333333334,1.2358659287479865,0.709302990180574
515,0.6532738095238095,1.2355141108542524,0.7706500847589957
520,0.6536458333333334,1.2346327698631896,0.709302990180574
525,0.6536458333333334,1.233957709656288,0.709302990180574
530,0.6538318452380952,1.2333827913044653,0.6473816759077746
535,0.6534598214285715,1.2329225419769778,0.7087287704861962
